#Cosmetics map created with random positions
#Number of hot and dead pixels from MSSL/Euclid/TR/12003 Issue 2 Draft b
2309.537405,1866.035115,43512
881.369522,2577.407257,247617
130.116659,3918.349405,64352
136.658250,814.328462,178609
2865.898692,4128.174339,99672
2981.395149,1121.325280,0
1461.516156,2337.977295,0
3768.530269,4046.933310,0
3193.704173,1615.539254,0
174.955684,1957.279835,0
866.253312,2837.478007,0
3879.799231,3461.429700,0
3529.006755,137.034660,0
686.714998,2366.279887,0
1786.445745,1204.525976,0
11.644351,34.082283,0
1005.969329,3167.385965,0
3213.861075,735.087653,0
943.162446,125.894892,0
1072.251874,2049.874758,0
2887.480158,3450.981570,0
1718.669467,3854.616425,0
1496.892598,4098.360553,0
1809.208411,437.963592,0
87.960764,1276.598263,0
1919.342356,3818.735730,0
2421.215601,3750.172985,0
1560.636742,1739.028646,0
560.715611,3256.778719,0
608.773163,1352.995380,0
2612.647744,2197.604389,0
1864.121702,2880.024755,0
2462.071878,2195.736564,0
393.995266,348.083807,0
3056.675411,2463.418368,0
3694.533510,2960.416038,0
1588.517634,2485.351808,0
1216.654316,865.958791,0
984.880270,1532.931875,0
283.483611,1918.193110,0
1481.580662,222.799158,0
1869.293342,3115.981476,0
1128.322377,22.019495,0
2457.502167,3983.805262,0
215.895489,3857.326202,0
149.652503,699.105874,0
2364.848137,3555.165382,0
2796.795802,196.217642,0
4003.058700,56.210551,0
2574.742702,3492.599173,0
2845.285762,3023.999385,0
1186.675932,396.505206,0
3963.378997,2938.519821,0
2553.021195,2593.257108,0
2321.710440,797.504590,0
2123.936743,3084.345770,0
3195.061570,2135.395926,0
4042.059823,2534.026345,0
1991.448954,2942.077344,0
3408.183970,821.285309,0
1207.634958,2252.885243,0
1669.648541,2104.191379,0
369.826207,2466.388130,0
2582.727542,1894.360655,0
782.032774,3228.764360,0
1997.032377,2408.706514,0
323.632369,938.017001,0
1393.214494,2175.622853,0
3697.916285,2466.455410,0
50.829825,718.527740,0
1630.255525,2036.261504,0
1819.123858,1990.794713,0
3094.184866,1883.701370,0
1975.883065,3018.045220,0
2725.300485,2728.509072,0
3068.394077,1421.544635,0
2956.984605,3019.312860,0
1584.022967,2250.729686,0
2154.073012,629.720536,0
3055.848420,2477.817521,0
2863.921225,4056.571233,0
3248.200656,3085.546015,0
3166.644111,2514.197062,0
3515.560831,2991.989362,0
2027.028472,52.721269,0
1614.556527,700.683863,0
3744.585655,2514.797822,0
1779.752026,1962.966937,0
123.382440,2411.387486,0
855.778568,1933.587639,0
2193.093284,29.377265,0
1201.602657,2020.121819,0
