       0      685.923      578.668      0
       0      1196.83      489.609      0
       0      442.848      794.941      0
       0      733.977      646.128      0
       0      202.227      468.044      0
       0      1818.15      1785.46      0
       0      284.154      70.6157      0
       0      1261.91      533.005      0
       0      785.010      1160.03      0
       0      923.787      501.213      0
       0      1751.07      1017.19      0
       0      1887.48      198.506      0
       0      422.363      36.5643      0
       0      1522.76      202.446      0
       0      1534.21      996.137      0
       0      1789.53      1804.72      0
       0      1625.04      1862.21      0
       0      654.019      1175.36      0
       0      955.987      139.690      0
       0      301.320      1419.70      0
       0      488.545      749.993      0
       0      1543.81      233.963      0
       0      485.923      1727.56      0
       0      1515.01      817.000      0
       0      1688.87      1586.31      0
       0      1463.99      954.523      0
       0      1157.42      618.505      0
       0      706.600      53.4325      0
       0      1167.34      1269.06      0
       0      843.374      69.3743      0
       0      399.127      387.493      0
       0      753.164      2046.96      0
       0      384.893      1263.67      0
       0      515.199      1324.93      0
       0      1161.12      213.504      0
       0      1305.42      540.636      0
       0      1283.90      563.582      0
       0      1167.67      584.856      0
       0      1710.78      492.192      0
       0      1105.68      1749.08      0
       0      522.603      1403.99      0
       0      727.936      47.1227      0
       0      6.18008      4.87291      0
       0      119.735      49.9395      0
       0      1247.72      537.895      0
       0      535.854      1712.14      0
       0      633.440      198.007      0
       0      1644.98      930.454      0
       0      1466.41      596.707      0
       0      1696.01      648.239      0
       0      1066.57      1398.09      0
       0      1563.64      867.239      0
       0      59.5466      930.784      0
       0      1556.94      584.769      0
       0      1534.28      251.631      0
       0      1028.64      1437.03      0
       0      1413.84      2006.63      0
       0      586.537      1012.25      0
       0      1293.63      1599.46      0
       0      1099.97      1546.80      0
       0      1723.91      1041.38      0
       0      902.413      1391.69      0
       0      367.714      1340.53      0
       0      840.380      165.021      0
       0      2006.23      1868.34      0
       0      216.730      1025.55      0
       0      1685.01      2012.22      0
       0      803.248      542.096      0
       0      1041.99      804.795      0
       0      1352.17      1645.81      0
       0      858.294      449.080      0
       0      1072.34      1527.65      0
       0      454.458      991.310      0
       0      1375.18      2004.72      0
       0      1077.15      1045.98      0
       0      1449.62      714.719      0
       0      1245.31      712.505      0
       0      548.724      1349.95      0
       0      264.744      1390.84      0
       0      1347.19      560.006      0
       0      1805.31      153.708      0
       0      259.334      1110.68      0
       0      2025.86      1585.10      0
       0      405.600      1005.95      0
       0      1468.63      982.159      0
       0      1059.04      1628.60      0
       0      727.531      1119.67      0
       0      723.296      541.884      0
       0      934.756      1599.63      0
       0      1825.42      517.242      0
       0      628.680      150.074      0
       0      1338.29      196.589      0
       0      1437.91      1876.65      0
       0      196.511      184.180      0
       0      1180.08      1742.85      0
       0      1906.23      91.9105      0
       0      1930.09      812.010      0
       0      1240.74      876.522      0
       0      96.6591      490.186      0
       0      255.317      940.409      0
       1      300.988      1417.86      15000
       1      585.461      1791.11      15000
       1      1275.82      555.918      15000
       1      1437.79      808.950      15000
       1      1770.43      1990.90      15000
       1      1537.28      162.962      15000
       1      1856.14      1729.70      15000
       1      784.627      439.670      15000
       1      680.094      1203.79      15000
       1      360.100      1845.58      15000
       1      866.324      923.532      15000
       1      1441.62      977.701      15000
       1      1228.17      1578.65      15000
       1      1383.97      1765.87      15000
       1      685.466      322.909      15000
