   1.1974828399999999E+03    0.0000000000000000E+00
   1.2071011200000000E+03    1.5214563000000000E-05
   1.2167966600000000E+03    3.0769870999999999E-05
   1.2265700800000000E+03    4.6678273999999999E-05
   1.2364219800000001E+03    6.2952733000000001E-05
   1.2463530400000000E+03    7.9606853000000003E-05
   1.2563638599999999E+03    9.6654916999999995E-05
   1.2664550800000000E+03    1.1411193000000000E-04
   1.2766273400000000E+03    1.3199364000000000E-04
   1.2868813200000000E+03    1.5031663000000001E-04
   1.2972176600000000E+03    1.6909828000000001E-04
   1.3076370400000001E+03    1.8835691999999999E-04
   1.3181400800000001E+03    2.0811178000000000E-04
   1.3287275000000000E+03    2.2838310999999999E-04
   1.3393999600000002E+03    2.4919223000000002E-04
   1.3501581200000001E+03    2.7056155000000003E-04
   1.3610027200000000E+03    2.9251469999999998E-04
   1.3719344000000001E+03    3.1507653000000001E-04
   1.3829539000000002E+03    3.3827322999999999E-04
   1.3940618999999999E+03    3.6213240000000001E-04
   1.4052591200000002E+03    3.8668311999999998E-04
   1.4165462800000000E+03    4.1195604000000000E-04
   1.4279241000000000E+03    4.3798346999999999E-04
   1.4393933199999999E+03    4.6479950000000001E-04
   1.4509546400000002E+03    4.9244008000000003E-04
   1.4626088399999999E+03    5.2094312999999997E-04
   1.4743566400000000E+03    5.5034867000000002E-04
   1.4861988000000001E+03    5.8069893999999997E-04
   1.4981360800000000E+03    6.1203851999999995E-04
   1.5101692200000000E+03    6.4441450999999997E-04
   1.5222990400000001E+03    6.7787659000000003E-04
   1.5345262800000000E+03    7.1247726999999999E-04
   1.5468517199999999E+03    7.4827202000000005E-04
   1.5592761600000001E+03    7.8531939999999995E-04
   1.5718004000000001E+03    8.2368131000000000E-04
   1.5844252400000000E+03    8.6342316999999996E-04
   1.5971514799999998E+03    9.0461407000000003E-04
   1.6099799400000002E+03    9.4732705999999996E-04
   1.6229114400000001E+03    9.9163931999999991E-04
   1.6359467999999999E+03    1.0376324000000001E-03
   1.6490868599999999E+03    1.0853926999999999E-03
   1.6623324600000001E+03    1.1350111000000000E-03
   1.6756844599999999E+03    1.1865841999999999E-03
   1.6891436999999999E+03    1.2402136000000000E-03
   1.7027110399999999E+03    1.2960070000000001E-03
   1.7163873599999999E+03    1.3540780999999999E-03
   1.7301735400000000E+03    1.4145471000000000E-03
   1.7440704400000000E+03    1.4775407999999999E-03
   1.7580789600000001E+03    1.5431934999999999E-03
   1.7722000000000000E+03    1.6116468000000001E-03
   1.7864344599999999E+03    1.6830502000000000E-03
   1.8007832599999999E+03    1.7575617000000000E-03
   1.8152473000000000E+03    1.8353480000000001E-03
   1.8298275200000000E+03    1.9165849999999999E-03
   1.8445248600000000E+03    2.0014582999999999E-03
   1.8593402400000000E+03    2.0901635000000001E-03
   1.8742746199999999E+03    2.1829071000000000E-03
   1.8893289600000001E+03    2.2799064000000001E-03
   1.9045042000000001E+03    2.3813903999999999E-03
   1.9198013400000000E+03    2.4876003000000001E-03
   1.9352213600000000E+03    2.5987898000000001E-03
   1.9507652200000000E+03    2.7152258000000002E-03
   1.9664339399999999E+03    2.8371886999999998E-03
   1.9822285000000002E+03    2.9649734999999998E-03
   1.9981499200000001E+03    3.0988894999999998E-03
   2.0141992000000000E+03    3.2392615000000000E-03
   2.0303773999999999E+03    3.3864298000000001E-03
   2.0466856000000000E+03    3.5407512000000000E-03
   2.0631248000000001E+03    3.7025990000000000E-03
   2.0796959999999999E+03    3.8723639000000001E-03
   2.0964002000000000E+03    4.0504540000000002E-03
   2.1132388000000001E+03    4.2372957000000001E-03
   2.1302123999999999E+03    4.4333335999999996E-03
   2.1473224000000000E+03    4.6390310000000001E-03
   2.1645700000000002E+03    4.8548704000000000E-03
   2.1819560000000001E+03    5.0813535999999996E-03
   2.1994816000000001E+03    5.3190017999999997E-03
   2.2171479999999997E+03    5.5683557000000003E-03
   2.2349564000000000E+03    5.8299759000000001E-03
   2.2529078000000000E+03    6.1044423000000004E-03
   2.2710032000000001E+03    6.3923547999999997E-03
   2.2892442000000001E+03    6.6943322000000000E-03
   2.3076316000000002E+03    7.0110129000000004E-03
   2.3261666000000000E+03    7.3430535000000002E-03
   2.3448505999999998E+03    7.6911295000000003E-03
   2.3636848000000000E+03    8.0559336000000006E-03
   2.3826700000000001E+03    8.4381759000000008E-03
   2.4018078000000000E+03    8.8385827000000000E-03
   2.4210994000000001E+03    9.2578955999999997E-03
   2.4405457999999999E+03    9.6968708000000001E-03
   2.4601486000000000E+03    1.0156277999999999E-02
   2.4799085999999998E+03    1.0636896999999999E-02
   2.4998274000000001E+03    1.1139522000000001E-02
   2.5199061999999999E+03    1.1664953000000000E-02
   2.5401464000000001E+03    1.2213999000000000E-02
   2.5605490000000000E+03    1.2787475000000000E-02
   2.5811156000000001E+03    1.3386201000000000E-02
   2.6018474000000001E+03    1.4010996000000000E-02
   2.6227456000000002E+03    1.4662684000000000E-02
   2.6438117999999999E+03    1.5342085000000000E-02
   2.6650470000000000E+03    1.6050012999999998E-02
   2.6864530000000000E+03    1.6787280000000002E-02
   2.7080308000000000E+03    1.7554687999999999E-02
   2.7297817999999997E+03    1.8353028000000000E-02
   2.7517078000000001E+03    1.9183077999999999E-02
   2.7738096000000000E+03    2.0045601999999999E-02
   2.7960891999999999E+03    2.0941346999999999E-02
   2.8185475999999999E+03    2.1871038999999998E-02
   2.8411864000000000E+03    2.2835380999999998E-02
   2.8640070000000001E+03    2.3835055000000001E-02
   2.8870110000000000E+03    2.4870713999999999E-02
   2.9101997999999999E+03    2.5942982000000000E-02
   2.9335747999999999E+03    2.7052455999999999E-02
   2.9571374000000001E+03    2.8199696000000000E-02
   2.9808894000000000E+03    2.9385231000000001E-02
   3.0048321999999998E+03    3.0609549999999999E-02
   3.0289671999999996E+03    3.1873108999999997E-02
   3.0532961999999998E+03    3.3176322000000001E-02
   3.0778203999999996E+03    3.4519561999999997E-02
   3.1025418000000000E+03    3.5903160000000003E-02
   3.1274615999999996E+03    3.7327406000000000E-02
   3.1525817999999999E+03    3.8792545999999997E-02
   3.1779035999999996E+03    4.0298779000000000E-02
   3.2034288000000001E+03    4.1846261000000003E-02
   3.2291590000000001E+03    4.3435103000000003E-02
   3.2550958000000001E+03    4.5065368000000001E-02
   3.2812410000000000E+03    4.6737076000000002E-02
   3.3075962000000000E+03    4.8450198000000000E-02
   3.3341632000000000E+03    5.0204662999999997E-02
   3.3609434000000001E+03    5.2000353999999999E-02
   3.3879387999999999E+03    5.3837106000000003E-02
   3.4151509999999998E+03    5.5714715999999997E-02
   3.4425817999999999E+03    5.7632933999999997E-02
   3.4702329999999997E+03    5.9591469000000001E-02
   3.4981062000000002E+03    6.1589988999999998E-02
   3.5262031999999999E+03    6.3628123999999994E-02
   3.5545259999999998E+03    6.5705462000000006E-02
   3.5830762000000000E+03    6.7821557000000005E-02
   3.6118558000000003E+03    6.9975925999999994E-02
   3.6408665999999998E+03    7.2168052999999996E-02
   3.6701102000000001E+03    7.4397389999999994E-02
   3.6995890000000004E+03    7.6663355000000002E-02
   3.7293044000000000E+03    7.8965341999999994E-02
   3.7592584000000002E+03    8.1302712999999999E-02
   3.7894531999999999E+03    8.3674807000000004E-02
   3.8198903999999998E+03    8.6080940999999994E-02
   3.8505720000000001E+03    8.8520405999999996E-02
   3.8815002000000004E+03    9.0992476000000003E-02
   3.9126765999999998E+03    9.3496405000000005E-02
   3.9441035999999999E+03    9.6031432999999999E-02
   3.9757829999999999E+03    9.8596784000000007E-02
   4.0077168000000001E+03    1.0119167000000000E-01
