#   1 X                Object position along x                                    [pixel]
#   2 Y                Object position along y                                    [pixel]
#   3 MAG              Object magnitude                                           [AB]
#   4 TYPE             Object type                                                [0=star, others=FITS]
#   5 ORIENTATION      Objects orientation                                        [deg]
2039.607941 1967.616073 23.000000 0 0.000000 
1174.965809 766.820702 23.007519 0 0.000000 
1370.834966 98.925077 23.015038 0 0.000000 
937.395553 1202.300480 23.022556 0 0.000000 
1367.969226 1757.920813 23.030075 0 0.000000 
1249.863591 1391.699721 23.037594 0 0.000000 
399.454011 1345.855638 23.045113 0 0.000000 
427.186806 234.937792 23.052632 0 0.000000 
298.940943 875.322059 23.060150 0 0.000000 
1390.416834 550.251188 23.067669 0 0.000000 
1926.047437 933.021487 23.075188 0 0.000000 
1304.949334 766.584215 23.082707 0 0.000000 
1851.200218 765.760745 23.090226 0 0.000000 
124.956294 1448.905990 23.097744 0 0.000000 
491.132971 1995.304036 23.105263 0 0.000000 
1289.914206 837.318435 23.112782 0 0.000000 
247.749536 761.397234 23.120301 0 0.000000 
708.816087 1816.301655 23.127820 0 0.000000 
971.213620 2015.605094 23.135338 0 0.000000 
1876.333073 561.274179 23.142857 0 0.000000 
502.030656 1828.517409 23.150376 0 0.000000 
1623.710022 750.946941 23.157895 0 0.000000 
255.480587 1212.225678 23.165414 0 0.000000 
1231.170271 917.899811 23.172932 0 0.000000 
635.625339 960.986164 23.180451 0 0.000000 
34.175430 1244.280621 23.187970 0 0.000000 
1463.897707 401.985991 23.195489 0 0.000000 
1599.947243 79.473347 23.203008 0 0.000000 
1166.460201 638.403134 23.210526 0 0.000000 
639.536820 891.295108 23.218045 0 0.000000 
1520.017968 1054.283004 23.225564 0 0.000000 
1663.168997 536.628108 23.233083 0 0.000000 
1016.172501 84.917993 23.240602 0 0.000000 
1618.350957 1612.899875 23.248120 0 0.000000 
185.795762 22.395629 23.255639 0 0.000000 
925.014775 1080.790148 23.263158 0 0.000000 
551.143307 336.137362 23.270677 0 0.000000 
1151.167920 703.288716 23.278195 0 0.000000 
1031.531459 1313.478821 23.285714 0 0.000000 
1044.775012 170.934281 23.293233 0 0.000000 
916.270122 659.629289 23.300752 0 0.000000 
506.317803 394.623214 23.308271 0 0.000000 
2035.243859 1373.354109 23.315789 0 0.000000 
1626.922333 1469.078358 23.323308 0 0.000000 
1079.982933 629.387444 23.330827 0 0.000000 
1168.711536 1987.878005 23.338346 0 0.000000 
1369.162927 1331.197601 23.345865 0 0.000000 
709.676526 235.056686 23.353383 0 0.000000 
1474.923836 1086.312426 23.360902 0 0.000000 
608.786659 1823.754141 23.368421 0 0.000000 
502.314466 1558.964359 23.375940 0 0.000000 
272.172752 930.752621 23.383459 0 0.000000 
129.095592 507.011235 23.390977 0 0.000000 
1874.146638 19.442944 23.398496 0 0.000000 
878.554134 2052.935829 23.406015 0 0.000000 
1916.431335 574.390817 23.413534 0 0.000000 
996.108013 793.592377 23.421053 0 0.000000 
438.415824 1105.833278 23.428571 0 0.000000 
1413.666569 1591.711019 23.436090 0 0.000000 
496.679988 774.969176 23.443609 0 0.000000 
482.340899 1436.129465 23.451128 0 0.000000 
1640.556196 1256.066258 23.458647 0 0.000000 
447.061109 477.231273 23.466165 0 0.000000 
18.153752 338.346302 23.473684 0 0.000000 
348.069841 1307.630173 23.481203 0 0.000000 
1019.607008 2056.796865 23.488722 0 0.000000 
195.947430 1994.031719 23.496241 0 0.000000 
1510.585592 1757.826841 23.503759 0 0.000000 
548.472731 1747.425663 23.511278 0 0.000000 
884.901837 1430.539187 23.518797 0 0.000000 
1637.070125 1387.074139 23.526316 0 0.000000 
1850.127575 2053.200937 23.533835 0 0.000000 
